gene_symbol	gene_length
PTPN20	37631
IGFN1	24589
PTPN21	25170
PTPN22	23577
PTPN23	15750
MAGEF1	1701
DPP9-AS1	3071
IFNAR1	12722
IFNAR2	21376
MIPOL1	49211
FUT1	7865
BHLHA9	1372
FUT2	6470
OR5AC1	925
FUT3	12594
CCDC88C-DT	303
PRKCZ-AS1	1875
KIAA1614	15276
OR5AC2	930
SERPINB10	4948
RRAGAP1-AS1	693
FUT4	5975
FUT5	3904
SERPINB11	10528
FUT6	16579
SERPINB12	8783
CLN3	82921
TTC3P1	6081
SERPINB13	11339
FUT7	1662
FUT8	29403
CLN5	54498
CLN6	29333
MCMDC2	16765
FUT9	13958
PIEZO1P1	219
CLN8	23831
PIEZO1P2	2180
EIPR1-IT1	718
SCP2D1	596
MIR223HG	12034
WSB1	23911
WSB2	14792
MRPL35P1	572
MRGBP	2752
CFAP20	5656
SLC15A1	4745
MRPL35P2	511
KIAA1328	26413
MRPL35P3	364
CALHM6-AS1	530
SLC15A2	10391
GON4L	56429
NCKAP5L	14157
MRPL35P4	566
SLC15A3	27444
ANKHD1-EIF4EBP3	15935
COMP	8037
ABCB10P1	2181
CEND1P1	455
ARHGEF7-IT1	804
SLC15A4	11703
SLC15A5	2923
ACTR2	7609
ABCB10P3	2166
ACTR3	17365
PPP4R1-AS1	379
ARHGDIA	13941
ABCB10P4	2184
CRLF3P1	1284
COMT	32150
ACTR5	2547
PRKCA	14255
ARHGDIB	6730
CRLF3P2	1289
PRKCB	16690
ACTR6	14833
CRLF3P3	1219
PWWP4	6186
CYP2C8	20432
ERVMER34-1	6869
WEE2-AS1	23529
CCDC92B	4643
CYP2C9	7277
ACTR8	8780
PRKCD	18537
LSR	19629
PRKCE	15157
CLNK	10825
LSS	23781
ARHGDIG	3681
RBMY2KP	992
PRKCG	16744
PRKCH	22863
KIAA1671-AS1	957
MALT1	28002
PRKCI	10756
ZMYM1	28679
ZMYM2	36854
XPA	4119
ZMYM3	34352
ITK	18985
THEMIS3P	1586
TMEM51	10225
ZMYM4	15394
ZMYM5	14776
TMEM52	4417
XPC	10054
TMEM53	13076
ZMYM6	20605
TMEM54	4592
CUL1	46845
CUL2	120201
TMIGD1	2350
PRKCQ	9575
CUL3	27924
TMIGD2	3296
SCART1	23117
CUL5	12390
TMIGD3	5738
SMR3A	666
TMEM59	15457
AREG	2953
SMR3B	1897
C3orf14	10327
CUL7	78261
CUL9	39992
KRTAP5-1	942
VMAC	2240
ALG1	66233
RPS12P20	380
KRTAP5-2	1118
ALG2	7401
C3orf18	14174
RPS12P21	395
KRTAP5-3	899
ALG3	14155
PRKCZ	24646
KRTAP5-4	1181
RPS12P23	400
KRTAP5-5	933
ZFP82	13019
BPIFB5P	1099
ALG5	47612
RPS12P24	387
KRTAP5-6	561
ALG6	17036
KRTAP5-7	1403
RPS12P26	396
KRTAP5-8	1185
PPP1R10P1	1795
RPS12P27	337
ALG8	107755
KRTAP5-9	1189
RPS12P28	427
FUS	17829
ALG9	27043
NBPF10	28071
NBPF11	23672
NBPF12	23513
NBPF14	32482
ZAR1	1460
UGGT1	23186
NBPF15	22991
FUZ	17001
UGGT2	16465
SRSF1P1	520
OR2A9P	7865
DRP2	31023
OS9	33025
DPY30	5123
NBPF19	25721
OR52H1	2125
AOC4P	7337
PDCD6IP-DT	4524
RRH	10871
TIMM44	13133
PTTG1	5319
CYP8B1	5584
PTTG2	731
APP-DT	6419
DCTD	16252
BUD31P1	359
BHLHB9	23026
BUD31P2	300
AKR1B10	3784
BTBD10P1	1352
OR6C71P	2020
RFLNA	8121
SLC18A1	19929
BTBD10P2	676
RFLNB	3621
OR11H13P	979
SLC18A2	7956
RN7SL40P	342
MARS1	30476
SLC18A3	2411
RANGRF	5185
MARS2	3027
AKR1B15	6251
ENOSF1	35694
PRKD1	23193
SPA17P1	452
EI24P1	867
PRKD2	26668
LIPT1	7301
EI24P2	1076
SHCBP1L	8108
OSM	3329
PRKD3	22738
LIPT2	3320
EI24P3	1062
MAPK8IP1P1	1439
LTA	5797
EI24P4	1078
RAB22A	9683
MAPK8IP1P2	1472
LTB	3872
CAPZA1P1	833
HKDC1	4857
CAPZA1P2	840
CAPZA1P3	845
CAPZA1P4	731
LTF	12536
CAPZA1P5	698
USH1C	16253
KIF25-AS1	6633
MKI67P1	1460
RIOX1	2462
RIOX2	17830
RN7SL11P	293
GSTA1	2438
USH1G	5231
GSTA2	1221
ANKUB1	11586
CDK6-AS1	3459
LTK	14271
GSTA3	2094
ARF1	13828
HPAT5	3319
GSTA4	6096
ARF3	9750
GSTA5	1651
CFAP36	7247
PPIAP1	496
CYP2D6	6465
ARF4	8844
CYP2D7	10118
PPIAP2	492
ARF5	4686
BOD1L1	19503
PPIAP3	505
BOD1L2	3324
ARF6	10989
PRKDC	32269
PPIAP4	366
PPIAP5	348
SMIM14-DT	17671
BCO1	5235
PPIAP6	499
DIS3	23104
SVOPL	15215
BCO2	26530
MMP10	2340
PPIAP7	489
MMP11	15122
PPIAP8	492
CNEP1R1P1	372
MMP12	1822
PPIAP9	498
KRTAP8-1	578
CIPC	8671
MMP13	4184
MMP14	14968
TMEM60	877
MMP15	4411
TMEM61	1256
TANK-AS1	503
TMEM62	13382
MMP16	14219
MMP17	12900
TMEM64	13374
MMP19	16374
TMEM65	9038
BRK1	1150
C3orf20	9724
TMEM67	138019
CCR1	2646
TMEM68	21423
C3orf22	2729
CCR2	7212
HOXA10	6963
TMEM69	2187
CCR3	12378
HOXA11	4806
IFNGR1	21708
CCR4	3025
RS1	4277
IFNGR2	7724
RIMBP3B	6105
CCR5	4650
HOXA13	5886
RIMBP3C	5796
DNM1L	48598
CCR6	11061
ZIM2-AS1	2092
TMEM220-AS1	5700
CCR7	4834
RPS12P31	398
YAP1	31544
CCR8	2562
ZFP90	29951
CCR9	6719
ZFP91	5776
ZFP92	6403
RELL1	5714
ZNF720P1	1939
RELL2	13523
TONSL	11138
PTP4A1P1	515
WDR11	28127
WFDC10A	493
PTP4A1P2	454
WDR12	20061
WFDC10B	1107
PTP4A1P3	420
WDR13	17604
PTP4A1P4	322
NBPF20	18760
IL21R-AS1	2615
PTP4A1P5	455
CDYLP1	1458
PTP4A1P6	478
ANKLE1	21480
NOXO1	7791
PTP4A1P7	514
WDR17	23152
WDR18	11575
ANKLE2	31363
WDR19	24778
BCOR	88787
NBPF26	27512
TIMM50	24297
OR52I1	2025
OR52I2	7706
RN7SL70P	302
MAGEH1	1440
RHOT1	34605
LARS2-AS1	575
OR1M4P	287
RHOT2	30365
LDHBP1	1119
OTC	3453
LDHBP2	1005
FARSA-AS1	241
LDHBP3	822
CLP1	10112
TSPAN9-IT1	562
ARFIP1	14786
BIN1	31811
OR6C72P	892
BIN2	13760
BOLL	15352
SLC18B1	12826
ARFIP2	15748
CRNN	1902
STIM1	25483
RN7SL41P	297
BIN3	12708
STIM2	22097
KIAA0319	32291
C1QL1P1	661
DGAT2-DT	1504
HSPA13	4565
UACA	30620
HSPA14	3194
GPR143P	205
BLMH	12532
OTP	3649
ERVW-1	11522
NBPF2P	661
FOXD3-AS1	14082
ASCC1	34242
USH2A	45512
ASCC2	22635
CADPS2	21777
MIR210HG	8946
SYS1-DBNDD2	3189
ASCC3	20762
CNN3P1	935
RN7SL12P	290
CYP2E1	16820
MIR101-1	75
CLPB	45204
PSKH1	5191
CFAP43	18158
MIR101-2	79
ENOPH1	5646
CFAP44	27650
ARG1	10008
PSKH2	3907
ARG2	3831
CFAP45	7979
LUM	4456
CFAP46	15841
HSPA1A	4309
CFAP47	21925
HSPA1B	2517
RNASE1	4112
TATDN2P1	2331
RNASE2	720
MMS19	31723
TATDN2P2	2226
MT2P1	183
IVD	26362
RNASE3	734
TATDN2P3	3665
CHKB-DT	10531
RNASE4	4255
BDNF-AS	89233
HOXD10	3701
RNASE6	844
SHC1P1	1745
HOXD11	2964
MMP20	3153
SHC1P2	1469
RNASE7	2284
HOXD12	3390
MMP21	6262
RNASE8	634
HOXD13	2416
CLPP	7050
RNASE9	15617
ANKRD1	1790
MMP24	4376
ANKRD2	5042
HSPA1L	2762
TMEM70	5890
ZNF92P1Y	1191
MMP25	9576
IVL	2152
TMEM71	12392
TMEM72	4638
CLPS	1435
MMP26	3961
MDC1-AS1	738
MMP27	1876
MMP28	9622
CAPN10	27344
ANKRD6	37267
SLC66A1L	7581
TMEM74	7538
CAPN11	6420
ANKRD7	7147
CAPN12	15946
CLPX	10117
ANKRD9	11684
CAPN13	10283
CAPN14	7579
TMEM78	2175
CAPN15	14168
C3orf33	7138
TMEM79	11209
ZNF470-DT	6342
LCN1P1	505
TINAG	3842
RIPOR3-AS1	1177
MPHOSPH6	5097
C3orf35	29057
LCN1P2	223
C10orf71-AS1	1326
C3orf36	1668
MPHOSPH8	6954
MPHOSPH9	35110
C3orf38	4692
DLST	14813
NGF-AS1	2610
SAMD11P1	661
MMS22L	44405
PRELID3BP10	584
CHMP3	12104
MFSD4BP1	1552
FIZ1	8882
RNASEK	7596
PRELID3BP11	479
WDR20	28001
RNASEL	8284
CHMP5	4434
CHMP6	3564
HHLA3-AS1	575
EXOC3-AS1	1663
CHMP7	16311
PIK3CDP1	922
ZMAT1	21999
WDR24	10066
ZMAT2	2800
WDR25	14427
ZMAT3	15449
L3MBTL4-AS1	2044
ZMAT4	8785
WDR26	43374
UBE2V2P1	398
ZMAT5	3413
UBE2V2P2	504
WDR27	42576
UBE2V2P3	437
UBE2V2P4	259
COP1	17029
GREB1	32299
UST	5478
UEVLD	19650
OR52J3	936
PTHLH	11280
DHX40P1	1412
TPMTP1	737
UFSP1	1652
TPMTP2	726
UFSP2	10232
ADAMTSL1	40922
TPMTP3	735
OBI1-AS1	16896
ADAMTSL2	15938
TPMTP4	678
ADAMTSL3	23828
BMPR1B-DT	791
ADAMTSL4	26861
ADAMTSL5	11518
AKIRIN1	5979
SLX1A	5760
OR6C73P	358
AKIRIN2	2311
SLX1B	5025
IGHD2OR15-2A	31
RN7SL42P	294
COPA	62335
IGHD2OR15-2B	31
DEFB110	586
MIR1285-1	84
MIR1285-2	88
DEFB112	1821
FLNC-AS1	559
COPE	9284
DEFB113	249
STIP1P3	1624
DEFB114	312
DEFB115	267
CROT	11021
DEFB116	309
DSG2-AS1	5297
DEFB117	141
DEFB118	1175
DEFB119	1752
CIR1	4428
BLNK	12629
SSUH2	23750
ASS1P1	1237
CYP2F1	7745
CFAP52	10477
ASS1P2	1223
CFAP53	1824
NUDT19P2	612
ASS1P3	1250
CFAP54	29141
NUDT19P3	555
ASS1P4	1234
NUDT19P4	585
ASS1P5	1239
ASS1P6	1234
NUDT19P5	569
CCDC3	5927
CCNB2P1	1150
SS18L1	7923
NUDT19P6	682
CFAP57	15525
ASS1P7	1226
CFAP58	3722
SS18L2	4311
SLC22A18AS	3291
ASS1P8	647
CCDC6	9098
ASS1P9	1236
CCDC7	27612
TNKS2	6242
IGFLR1	8225
CCDC8	3236
DACT1	12853
CCDC9	6871
DEPDC1P1	2459
DACT2	8733
RBMY2NP	1028
DACT3	8550
DEPDC1P2	2434
LTB4R	9668
TMEM80	8028
TMEM81	1332
TMEM82	2140
MYBPC1	57096
MYBPC2	4031
GSTCD	21130
PRKCQ-AS1	23318
MYBPC3	11206
H4C10P	265
TMEM88	1384
CCT2	13771
C1GALT1	11428
CCT3	17502
TMEM89	576
ARPP19P1	339
CCT4	5663
NCKIPSD	12242
ARPP19P2	336
CCT5	17506
TNFSF10	6426
ANO10	19164
TNFSF11	7585
CSTF3-DT	6296
TNFSF12	4747
CCT7	14358
CCT8	13449
TNFSF13	11397
TNFSF14	10299
EXT1	15027
C3orf49	4132
SERF1A	7851
EXT2	96918
SERF1B	7040
TNFSF15	9372
FXN	14231
ACLY	22539
IFFO1	26543
TMEM8B	43193
WDR31	17993
IFFO2	7716
TNFSF18	2744
NMRK1	8701
WDR33	17573
NMRK2	4343
TAB1	7583
WDR35	22277
SCTR-AS1	7063
WDR36	9658
TAB2	22789
PIP4P1	9558
WDR37	17259
HLA-DQA1	12641
TAB3	31663
CREBL2	4437
HLA-DQA2	1458
PIP4P2	6125
WDR38	3858
ASIC1	19332
ASIC2	8746
UGCG	6306
ASIC3	12177
OR52K1	10532
COQ2	7640
ASIC4	14204
OR52K2	1067
COQ3	2657
ASIC5	1696
RN7SL72P	269
COQ4	7037
COQ5	6248
COQ6	24114
COQ7	11118
SPAG16	17267
UTY	78963
SPAG17	16719
COQ9	15179
POLRMTP1	3668
RN7SL43P	291
DEFB121	820
DEFB122	696
PRKG1	31335
DEFB123	354
PRKG2	18735
DEFB124	1348
DEFB125	2386
MRPL22P1	616
KIAA0040	17018
DEFB126	732
FRMD6-AS1	2229
DEFB127	530
FRMD6-AS2	1129
DEFB128	403
DEFB129	698
RN7SL14P	298
CFAP61	28043
ELOF1	8494
ACKR4P1	1053
AGGF1P1	2073
MSTO2P	1709
SGSM3-AS1	1722
AGGF1P2	2106
SERPINE4P	281
AGGF1P3	1213
AGGF1P4	801
CFAP65	34789
AGGF1P5	919
AGGF1P6	976
AGGF1P7	913
NCRNA00250	519
AGGF1P8	1000
RETREG1	62787
CFAP69	25223
AGGF1P9	913
RETREG2	13414
RETREG3	15547
COX6A1	1876
GLB1L	13824
COX6A2	725
RBMY2OP	810
NRXN2-AS1	469
FDX1P1	551
FDX1P2	375
KARS1P1	1752
KARS1P2	1639
KARS1P3	1504
TMEM147-AS1	27879
TMEM91	11365
MIR1273C	77
TMEM92	6042
XIAPP1	600
XIAPP2	1852
TMEM94	43393
XIAPP3	795
CISH	9228
S100B	2919
ARFRP1	25502
TMEM95	3527
DPAGT1	87280
FRYL	66176
MIR1273H	116
MIR194-2HG	5093
TMEM97	6724
TMEM98	10941
RECQL	10625
C3orf52	11277
DARS1	9475
S100G	455
DARS2	37001
C3orf56	1740
HOATZ	5251
AOX2P	6491
KAZALD1	7182
BCAS2P1	632
FYN	33789
RACK1P1	948
BPIFB9P	1723
DUS2	14589
BCAS2P2	674
RACK1P2	620
BCAS2P3	767
RACK1P3	933
TMEM9B	6510
OGFOD1	13402
WDR41	24701
EPIST	1320
S100P	784
OGFOD2	31208
STON1	19998
TINCR	6267
RALY-AS1	19246
OGFOD3	16370
STON2	38590
WDR43	6427
WDR44	15905
EEF1D	51785
WDR45	40520
TAC1	4176
PRSS40A	8525
WDR46	8408
PRSS40B	2642
TAC3	9003
HLA-DQB1	13879
WDR47	18906
EEF1G	5077
GTPBP1	14662
TAC4	4064
HLA-DQB2	5018
EPRS1	11182
WDR48	18615
HLA-DQB3	356
CFTR	45609
WDR49	19180
GTPBP2	15683
GTPBP3	28521
GTPBP4	8601
S100Z	3241
FEZF1	4491
FEZF2	6031
GTPBP6	3923
OR52L1	1094
UGDH	15277
RASAL2-AS1	7431
RN7SL73P	252
GTPBP8	8941
MTFR1P1	1011
KIAA1958	22088
MCRIP2P1	511
MAPRE3-AS1	3269
MCRIP2P2	209
ZPR1	14779
PTBP1	44742
PTBP2	52655
PTBP3	30836
NCF1B	3700
SOCAR	1006
RP9P	3660
NCF1C	1427
ARGLU1	8554
HDAC2-AS2	15492
UPB1	12372
STIP1	12722
RN7SL44P	302
TIMM8A	7181
TIMM8B	3481
DEFB132	2133
DEFB133	733
C8orf34-AS1	22024
DEFB134	1382
SMYD3-IT1	361
DCXR	13906
DEFB135	299
DTNBP1	14914
DEFB136	237
PITPNM1	22394
TNNT1	12044
PITPNM2	20405
NBPF5P	2638
PITPNM3	21818
TNNT2	32672
TNNT3	15913
CHKA-DT	2339
CFAP70	25327
ABI3BP	42715
RN7SL15P	301
EFR3A	16889
CFAP73	3307
EFR3B	20745
GPBAR1	6721
CFAP74	26301
YWHABP1	727
LXN	1820
CFAP77	4444
YWHABP2	713
CORT	914
BOD1P1	436
ACSL3-AS1	537
MACROD2-IT1	1240
BOD1P2	481
DEFA10P	288
RPS10P14	502
VPS26BP1	755
IYD	22984
COX6B1	2659
CYBC1	41386
C2-AS1	762
CTTNBP2	20635
COX6B2	9681
AP4B1-AS1	1734
FRZB	2637
RPS10P16	496
HMGN1	23741
RPS10P18	495
HMGN2	10281
HMGN3	2713
HMGN4	2056
HMGN5	6117
HSPA4L	18737
PDCD6IP	27818
TCP10L2	6644
RNU6-1300P	108
TCP10L3	27168
PVRIG2P	978
CFTR-AS1	221
C3orf62	8261
STRN3	13231
EIF1AXP1	435
STRN4	29914
EIF1AXP2	413
SAA1	3227
SAA2	4166
MIR1245A	70
PISRT1	531
KIAA0930	23600
MIR1245B	69
SAA4	630
ZEB2-AS1	11186
IGKV6D-21	409
AOX3P	5020
ZRANB2-AS1	1160
ZRANB2-AS2	38502
BOP1	5889
SLCO4A1-AS1	2878
TRIM10	6832
TRIM11	12956
WDR53	4760
TRIM13	15812
WDR54	12342
PSENEN	2560
WDR55	14790
TRIM14	10186
PHOSPHO1	8660
WASF1P1	1131
TRIM15	5015
TRIM16	27666
PHOSPHO2	7095
RANBP3-DT	1814
TRIM17	11036
WDR59	21723
AIM2	3328
CCSAP	18197
EEF2K	10887
MAMDC2-AS1	17531
HPYR1	3129
ALLC	4035
OR52M1	954
USB1	19902
CISTR	4033
RN7SL74P	299
MAGEL2	4319
DDX18P1	1992
LAMA1	31456
C6orf15	1156
WDR5B	4217
DDX18P3	2007
DLGAP1	56376
LAMA2	64918
DDX18P4	1966
LAMA3	53555
DLGAP2	34669
DDX18P5	1306
KIAA1671	38247
KCNMB3P1	3696
DLGAP3	7982
LAMA4	45573
DDX18P6	1997
DLGAP4	28893
LAMA5	22963
DLGAP5	8107
ZFHX2-AS1	6738
PKNOX2-DT	586
LY9	19378
BROX	18781
LGALS8-AS1	2887
JARID2-AS1	455
ITM2A	5197
TOMM22P1	312
ITM2B	20948
TOMM22P2	237
RN7SL45P	298
ISG15	2081
ITM2C	10441
TOMM22P3	345
TMEM200A	14067
TOMM22P4	336
TMEM200B	5021
PGAM3P	427
TMEM200C	12558
TICAM2-AS1	9782
AP1AR	10566
TOMM22P5	439
TOMM22P6	409
KIRREL1-IT1	587
YWHAEP1	763
YWHAEP2	112
ACO1	14662
TMA7	1868
ACO2	89218
YWHAEP3	121
RAB27A	14272
SOX2-OT	180143
RAB27B	8455
NPIPB10P	1354
YWHAEP4	198
YWHAEP5	765
YWHAEP7	3406
OXT	513
NLGN4X	26294
NLGN4Y	45039
RN7SL16P	269
CLTA	11126
CLTB	5790
CLTC	33895
CDKN2AIPNLP1	302
ARHGAP1	10827
PYCARD-AS1	1095
CDKN2AIPNLP2	352
LEAP2	2253
NMTRQ-TTG12-1	72
CDKN2AIPNLP3	309
WWOX-AS1	2716
RPS10P20	463
ARHGAP4	37765
ARHGAP5	33986
RPS10P21	475
FBRSL1	21497
LYN	12791
ARHGAP6	34071
RNU6-1330P	105
DEFA11P	261
ARHGAP8	13417
HTR3E-AS1	515
ARHGAP9	28262
RBMY2QP	2311
RPS10P27	496
RPS10P28	498
LYZ	2717
TOP1MT	20822
SNX25P1	834
CEMIP	23397
BPNT1	14563
BPNT2	8295
RNU6-1301P	104
TRIP10	17691
C3orf70	7159
TRIP11	17403
TRIP12	60858
TRIP13	6122
PSEN1	31733
TMCC1P1	1980
KLHL1	8071
PSEN2	92315
KLHL2	19695
OXLD1	6015
KLHL3	33819
AP1B1	23634
KLHL4	11913
SORBS1	69873
ACTE1P	4105
KLHL5	22151
SORBS2	80492
KLHL6	18719
WDR61	17219
LNCTAM34A	5573
SORBS3	21345
MARCKSL1	1546
KLHL7	18192
WDR62	108056
KLHL8	23622
TRIM21	2641
KLHL9	5740
TRIM22	12641
CDPF1	7222
WDR64	19221
TRIM23	9952
TRIM24	15697
TRIM25	23563
TRIM26	16011
SPIDR	41261
ODF3L1	1132
TRIM27	16424
TRIM28	15262
ODF3L2	3516
PRMT5-DT	2694
TRIM29	20526
OR52N1	2545
SVIL-AS1	25335
OR52N2	1333
GAL3ST1	21149
RN7SL75P	281
FBP2P1	765
GAL3ST2	1452
OR52N4	1329
GAL3ST3	5578
OR52N5	3812
GAL3ST4	12862
LAMB1	146687
LAMB2	21761
LAMB3	13868
PRSS42P	2162
DNM1P5	448
LAMB4	22777
ISG20	16800
PRKCH-AS1	6891
GNAI2P1	315
GNAI2P2	916
SIGLEC10-AS1	1356
SEC61G-DT	3189
KLC4-AS1	409
ACP1	10588
CDC42SE1	15014
ACP2	20373
CDC42SE2	17102
NBPF7P	1332
ACP3	9539
ACP4	1342
GSKIP	10413
DLX1	9659
ACP5	10329
DLX2	4306
DLX3	3436
AGAP2-AS1	1500
ACP6	19774
ACP7	7675
DLX4	7491
OCEL1	12633
CFAP91	25575
DLX5	3554
CFAP92	19908
STXBP1	56749
DLX6	4578
STXBP2	20119
CYP2J2	10120
KANSL1L	21174
ARL1	11255
STXBP3	7911
ZGPAT	15802
STXBP4	25529
ARL2	4667
TINF2	15937
ARL3	3834
STXBP5	26713
STXBP6	16752
CFAP97	10398
XYLB	14167
ACER2P1	823
CLUH	31857
RNU6-1331P	106
CFAP99	7927
ARL6	12443
TKTL1	8352
TKTL2	2660
HAUS1P1	832
ARL9	4479
HAUS1P2	784
MARK2P10	1437
HAUS1P3	662
RWDD1	9201
MARK2P11	1670
MARK2P12	585
RWDD3	6478
MARK2P13	1849
NME2P1	414
RWDD4	10824
MARK2P14	628
NME2P2	395
MARK2P15	2186
CHPT1	14023
NME2P3	318
MARK2P16	1723
RPP40P1	456
RPP40P2	712
MARK2P17	841
AP4B1	19996
C3orf80	3902
H1-10-AS1	4925
OR11K1BP	843
C3orf84	2024
MRFAP1L1	3705
SCUBE1-AS1	1951
C3orf85	6890
SCUBE1-AS2	531
XPO1	215797
C3orf86	3861
LNCPRESS1	1505
C4BPAP1	1893
LNCPRESS2	616
C4BPAP2	478
XPO4	11138
ATOH1	2212
IGKV6D-41	371
XPO5	15815
XPO6	21015
CLECL1	2732
ZNF780A	28858
ARID2	38102
XPO7	14299
WDR70	12489
ZNF780B	13579
SLFNL1-AS1	4800
ZNF415P1	1166
WDR72	36007
TRIM31	6103
WDR73	31285
ATOH7	1519
TRIM32	8102
WDR74	15520
ATOH8	12653
TRIM33	16884
ITGA10	11886
CFDP1	7202
ITGA11	23455
WDR75	11852
TRIM34	6570
TAF1	74657
WDR76	8503
COL4A2-AS1	540
SERBP1P1	1160
TRIM35	6440
TAF2	179020
SERBP1P2	1164
COL4A2-AS2	1522
TAF3	37349
WDR77	4692
TRIM36	15290
TAF4	15567
TRIM37	21444
SERBP1P3	809
MRPL15P1	878
TAF5	24436
SERBP1P4	1162
TRIM38	9418
GNG10P1	199
SERBP1P5	1181
TRIM39	21080
TAF6	185510
SERBP1P6	932
RRP12	27709
TAF7	5003
TAF8	44679
TGDS	3405
PRELP	5769
TAF9	33295
RRP15	8257
UXT	3344
RN7SL76P	289
BORA	15039
LAMC1	11560
RYK	17283
LCAL1	5262
LAMC2	10774
LAMC3	18159
PRSS43P	2525
THUMPD3P1	1480
REXO1	11074
REXO2	13469
OR5AK2	930
REXO4	7508
REXO5	20578
RRP1B	9712
SACS	113474
NDC80	4485
NUP107-DT	5339
RNA5S1	119
RN7SL47P	299
TMC1	41692
MIR3681HG	15187
TMC2	11145
XPOT	10533
RNA5S2	119
TMC3	11860
RNA5S3	119
TMC4	10135
RNA5S4	119
ATP5IF1	3496
TMC5	30518
ZNF32-AS1	434
RNA5S5	119
TMC6	41185
ZNF32-AS2	905
RNA5S6	119
KRTAP21-1	414
NKILA	3162
TMC7	13849
ZNF32-AS3	1932
RNA5S7	119
KRTAP21-2	466
TMC8	12527
ARRB1	16279
RNA5S8	119
KRTAP21-3	253
ARRB2	20598
RNA5S9	119
ANKRD33B-AS1	522
TPBG	9163
HAUS4P1	1145
RRM2B	10694
RN7SL18P	291
ZNF722P	1453
KIAA0087	4283
IGKV2OR2-10	311
TXNRD1	32179
TXNRD2	31625
CHST1	5783
SLC29A4P1	971
TXNRD3	7131
LAGE3	967
CHST2	4142
SLC29A4P2	1089
CHST3	6934
STAG3L1	5966
CHST4	5904
STAG3L2	8358
CHST5	4068
RNU6-1332P	104
STAG3L3	8112
CHST6	15062
RNU6-1200P	107
STAG3L4	11468
FXYD6-FXYD2	1304
CHST7	2396
CHST8	10785
HEATR6-DT	1312
LHFPL3-AS1	6540
CHST9	15455
GPHA2	1800
LHFPL3-AS2	2755
DIS3L2P1	559
SDC1	9774
VTRNA1-1	99
SDC2	9133
VTRNA1-2	89
SDC3	12582
VTRNA1-3	89
SDC4	2613
SKA2P1	390
NONOP2	1231
BPTFP1	492
CCT8L1P	1674
SIRLNT	3802
RNU6-1303P	107
NEUROD1	12244
NEUROD2	9272
RRS1-DT	4366
RRN3P1	19295
NEUROD4	3927
BET1L	8787
RRN3P2	3750
PTRHD1	4588
RRN3P3	3944
NEUROD6	1959
ZKSCAN7-AS1	1734
RBCK1	24048
PIN1P1	1297
RRN3P4	1904
HCG11	5696
CCHCR1	33698
HCG14	413
HCG15	1032
WDR81	29273
TRIM40	6634
CUTA	11022
WDR82	9780
TRIM41	26926
HCG17	1082
WDR83	10632
TRIM42	2514
HCG18	150439
CUTC	3502
TRIM43	1699
TRIM44	13631
WDR86	11607
TRIM45	11232
WDR87	18379
OVCA2	1031
TRIM46	25663
WDR88	4188
TRIM47	7281
WDR89	8765
TRIM48	1467
TRIM49	3600
ATP1B1P1	915
AURKA	21078
MYBPHL	2664
AURKB	11405
AURKC	7343
USE1	7162
POU2F1-DT	682
RN7SL77P	294
DRAIC	121978
NAPA-AS1	2383
C6orf47	2481
PRSS44P	1402
ITGA6-AS1	1266
KRTAP24-1	1642
MSGN1	1339
ITGA2B	13582
LINC00266-1	2033
SOX1-OT	10428
OR5AL1	985
TOP1P1	661
THEGL	2224
UPF1	22864
PPEF1	24859
AURKAIP1	4801
CDK11A	31754
PPEF2	12454
RN7SL48P	293
CDK11B	21104
UPF2	16746
IL36RN	6356
BLZF1	7840
ASB16-AS1	15280
YJU2	2231
ANKFN1	25551
ZNF133-AS1	258
DUX4L10	1267
DUX4L11	1267
DUX4L12	1267
RNU6-1230P	108
DUX4L13	1267
DUX4L14	1267
DUX4L15	1267
HK2P1	2737
DUX4L16	1264
HERC2P10	2393
DUX4L17	1267
HERC2P11	725
RN7SL19P	306
ZNF114P1	292
DUX4L18	1267
DUX4L19	1267
NUTM2HP	2498
MIOXP1	835
SH3RF3-AS1	1604
RNU6-1333P	93
RNU6-1201P	107
NUDT10	3926
NUDT11	2381
NUDT12	6714
RBMY2TP	947
ZNF826P	17603
NUDT13	13697
NUDT14	3990
RBFOX1	115508
NUDT15	1938
KCNQ5-DT	8145
RBFOX2	29696
CSE1L	8410
YWHAQP1	735
GPHB5	992
CD81-AS1	2631
NUDT16	13603
RBFOX3	21957
SYF2P1	413
NUDT17	4401
SGCA	15022
PIN4P1	396
SYF2P2	583
NUDT18	3267
NUDT19	3103
YWHAQP4	657
SGCB	5510
YWHAQP5	1382
NR2F2-AS1	21130
YWHAQP6	304
SGCD	21289
YWHAQP7	658
SGCE	163433
IFIT1	8915
RNU6-1304P	106
YWHAQP8	295
IFIT2	30965
SGCG	1594
CCZ1	10981
BRS3	2773
YWHAQP9	512
TRBV20OR9-2	416
IFIT3	33458
IFIT5	14170
SAE1	23657
WAPL	11962
YPEL1	6547
TGFA	9955
LIMD1-AS1	8382
HCG20	4760
YPEL2	10955
HCG21	605
YPEL3	11505
HCG22	6265
YPEL4	15321
YPEL5	14650
HCG24	717
WDR90	48495
HCG25	9675
DUX4	5907
WDR91	83148
TRIM50	4752
EIF5P1	1231
OPCML-IT1	2936
TRIM51	2958
HCG27	6818
EIF5P2	1035
TSC1	172510
TSC2	185707
WDR93	8947
OPCML-IT2	398
TRIM52	25842
RBMX2P1	836
ARNT	21473
